goi_book,goi_chapter,goi_verse,rus_chapter,rus_verse,relation,status,notes
PSA,114,2,113,2,merged,proposed,KJV Psalm 114 half of combined Russian Psalm 113
PSA,114,3,113,3,merged,proposed,KJV Psalm 114 half of combined Russian Psalm 113
PSA,114,4,113,4,merged,proposed,KJV Psalm 114 half of combined Russian Psalm 113
PSA,114,5,113,5,merged,proposed,KJV Psalm 114 half of combined Russian Psalm 113
PSA,114,6,113,6,merged,proposed,KJV Psalm 114 half of combined Russian Psalm 113
PSA,114,7,113,7,merged,proposed,KJV Psalm 114 half of combined Russian Psalm 113
PSA,114,8,113,8,merged,proposed,KJV Psalm 114 half of combined Russian Psalm 113
PSA,115,1,113,9,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,2,113,10,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,3,113,11,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,4,113,12,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,5,113,13,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,6,113,14,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,7,113,15,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,8,113,16,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,9,113,17,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,10,113,18,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,11,113,19,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,12,113,20,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,13,113,21,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,14,113,22,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,15,113,23,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,16,113,24,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,17,113,25,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,115,18,113,26,merged,proposed,KJV Psalm 115 half of combined Russian Psalm 113
PSA,116,1,114,1,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,2,114,2,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,3,114,3,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,4,114,4,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,5,114,5,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,6,114,6,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,7,114,7,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,8,114,8,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,9,114,9,split,proposed,first half of KJV Psalm 116 -> Russian Psalm 114
PSA,116,10,115,1,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,11,115,2,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,12,115,3,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,13,115,4,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,14,115,5,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,15,115,6,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,16,115,7,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,17,115,8,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,18,115,9,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,116,19,115,10,split,proposed,second half of KJV Psalm 116 -> Russian Psalm 115
PSA,117,1,116,1,direct,proposed,
PSA,117,2,116,2,direct,proposed,
PSA,118,1,117,1,direct,proposed,
PSA,118,2,117,2,direct,proposed,
PSA,118,3,117,3,direct,proposed,
PSA,118,4,117,4,direct,proposed,
PSA,118,5,117,5,direct,proposed,
PSA,118,6,117,6,direct,proposed,
PSA,118,7,117,7,direct,proposed,
PSA,118,8,117,8,direct,proposed,
PSA,118,9,117,9,direct,proposed,
PSA,118,10,117,10,direct,proposed,
PSA,118,11,117,11,direct,proposed,
PSA,118,12,117,12,direct,proposed,
PSA,118,13,117,13,direct,proposed,
PSA,118,14,117,14,direct,proposed,
PSA,118,15,117,15,direct,proposed,
PSA,118,16,117,16,direct,proposed,
PSA,118,17,117,17,direct,proposed,
PSA,118,18,117,18,direct,proposed,
PSA,118,19,117,19,direct,proposed,
PSA,118,20,117,20,direct,proposed,
PSA,118,21,117,21,direct,proposed,
PSA,118,22,117,22,direct,proposed,
PSA,118,23,117,23,direct,proposed,
PSA,118,24,117,24,direct,proposed,
PSA,118,25,117,25,direct,proposed,
PSA,118,26,117,26,direct,proposed,
PSA,118,27,117,27,direct,proposed,
PSA,118,28,117,28,direct,proposed,
PSA,118,29,117,29,direct,proposed,
PSA,119,1,118,1,direct,proposed,
PSA,119,2,118,2,direct,proposed,
PSA,119,3,118,3,direct,proposed,
PSA,119,4,118,4,direct,proposed,
PSA,119,5,118,5,direct,proposed,
PSA,119,6,118,6,direct,proposed,
PSA,119,7,118,7,direct,proposed,
PSA,119,8,118,8,direct,proposed,
PSA,119,9,118,9,direct,proposed,
PSA,119,10,118,10,direct,proposed,
PSA,119,11,118,11,direct,proposed,
PSA,119,12,118,12,direct,proposed,
PSA,119,13,118,13,direct,proposed,
PSA,119,14,118,14,direct,proposed,
PSA,119,15,118,15,direct,proposed,
PSA,119,16,118,16,direct,proposed,
PSA,119,17,118,17,direct,proposed,
PSA,119,18,118,18,direct,proposed,
PSA,119,19,118,19,direct,proposed,
PSA,119,20,118,20,direct,proposed,
PSA,119,21,118,21,direct,proposed,
PSA,119,22,118,22,direct,proposed,
PSA,119,23,118,23,direct,proposed,
PSA,119,24,118,24,direct,proposed,
PSA,119,25,118,25,direct,proposed,
PSA,119,26,118,26,direct,proposed,
PSA,119,27,118,27,direct,proposed,
PSA,119,28,118,28,direct,proposed,
PSA,119,29,118,29,direct,proposed,
PSA,119,30,118,30,direct,proposed,
PSA,119,31,118,31,direct,proposed,
PSA,119,32,118,32,direct,proposed,
PSA,119,33,118,33,direct,proposed,
PSA,119,34,118,34,direct,proposed,
PSA,119,35,118,35,direct,proposed,
PSA,119,36,118,36,direct,proposed,
PSA,119,37,118,37,direct,proposed,
PSA,119,38,118,38,direct,proposed,
PSA,119,39,118,39,direct,proposed,
PSA,119,40,118,40,direct,proposed,
PSA,119,41,118,41,direct,proposed,
PSA,119,42,118,42,direct,proposed,
PSA,119,43,118,43,direct,proposed,
PSA,119,44,118,44,direct,proposed,
PSA,119,45,118,45,direct,proposed,
PSA,119,46,118,46,direct,proposed,
PSA,119,47,118,47,direct,proposed,
PSA,119,48,118,48,direct,proposed,
PSA,119,49,118,49,direct,proposed,
PSA,119,50,118,50,direct,proposed,
PSA,119,51,118,51,direct,proposed,
PSA,119,52,118,52,direct,proposed,
PSA,119,53,118,53,direct,proposed,
PSA,119,54,118,54,direct,proposed,
PSA,119,55,118,55,direct,proposed,
PSA,119,56,118,56,direct,proposed,
PSA,119,57,118,57,direct,proposed,
PSA,119,58,118,58,direct,proposed,
PSA,119,59,118,59,direct,proposed,
PSA,119,60,118,60,direct,proposed,
PSA,119,61,118,61,direct,proposed,
PSA,119,62,118,62,direct,proposed,
PSA,119,63,118,63,direct,proposed,
PSA,119,64,118,64,direct,proposed,
PSA,119,65,118,65,direct,proposed,
PSA,119,66,118,66,direct,proposed,
PSA,119,67,118,67,direct,proposed,
PSA,119,68,118,68,direct,proposed,
PSA,119,69,118,69,direct,proposed,
PSA,119,70,118,70,direct,proposed,
PSA,119,71,118,71,direct,proposed,
PSA,119,72,118,72,direct,proposed,
PSA,119,73,118,73,direct,proposed,
PSA,119,74,118,74,direct,proposed,
PSA,119,75,118,75,direct,proposed,
PSA,119,76,118,76,direct,proposed,
PSA,119,77,118,77,direct,proposed,
PSA,119,78,118,78,direct,proposed,
PSA,119,79,118,79,direct,proposed,
PSA,119,80,118,80,direct,proposed,
PSA,119,81,118,81,direct,proposed,
PSA,119,82,118,82,direct,proposed,
PSA,119,83,118,83,direct,proposed,
PSA,119,84,118,84,direct,proposed,
PSA,119,85,118,85,direct,proposed,
PSA,119,86,118,86,direct,proposed,
PSA,119,87,118,87,direct,proposed,
PSA,119,88,118,88,direct,proposed,
PSA,119,89,118,89,direct,proposed,
PSA,119,90,118,90,direct,proposed,
PSA,119,91,118,91,direct,proposed,
PSA,119,92,118,92,direct,proposed,
PSA,119,93,118,93,direct,proposed,
PSA,119,94,118,94,direct,proposed,
PSA,119,95,118,95,direct,proposed,
PSA,119,96,118,96,direct,proposed,
PSA,119,97,118,97,direct,proposed,
PSA,119,98,118,98,direct,proposed,
PSA,119,99,118,99,direct,proposed,
PSA,119,100,118,100,direct,proposed,
PSA,119,101,118,101,direct,proposed,
PSA,119,102,118,102,direct,proposed,
PSA,119,103,118,103,direct,proposed,
PSA,119,104,118,104,direct,proposed,
PSA,119,105,118,105,direct,proposed,
PSA,119,106,118,106,direct,proposed,
PSA,119,107,118,107,direct,proposed,
PSA,119,108,118,108,direct,proposed,
PSA,119,109,118,109,direct,proposed,
PSA,119,110,118,110,direct,proposed,
PSA,119,111,118,111,direct,proposed,
PSA,119,112,118,112,direct,proposed,
PSA,119,113,118,113,direct,proposed,
PSA,119,114,118,114,direct,proposed,
PSA,119,115,118,115,direct,proposed,
PSA,119,116,118,116,direct,proposed,
PSA,119,117,118,117,direct,proposed,
PSA,119,118,118,118,direct,proposed,
PSA,119,119,118,119,direct,proposed,
PSA,119,120,118,120,direct,proposed,
PSA,119,121,118,121,direct,proposed,
PSA,119,122,118,122,direct,proposed,
PSA,119,123,118,123,direct,proposed,
PSA,119,124,118,124,direct,proposed,
PSA,119,125,118,125,direct,proposed,
PSA,119,126,118,126,direct,proposed,
PSA,119,127,118,127,direct,proposed,
PSA,119,128,118,128,direct,proposed,
PSA,119,129,118,129,direct,proposed,
PSA,119,130,118,130,direct,proposed,
PSA,119,131,118,131,direct,proposed,
PSA,119,132,118,132,direct,proposed,
PSA,119,133,118,133,direct,proposed,
PSA,119,134,118,134,direct,proposed,
PSA,119,135,118,135,direct,proposed,
PSA,119,136,118,136,direct,proposed,
PSA,119,137,118,137,direct,proposed,
PSA,119,138,118,138,direct,proposed,
PSA,119,139,118,139,direct,proposed,
PSA,119,140,118,140,direct,proposed,
PSA,119,141,118,141,direct,proposed,
PSA,119,142,118,142,direct,proposed,
PSA,119,143,118,143,direct,proposed,
PSA,119,144,118,144,direct,proposed,
PSA,119,145,118,145,direct,proposed,
PSA,119,146,118,146,direct,proposed,
PSA,119,147,118,147,direct,proposed,
PSA,119,148,118,148,direct,proposed,
PSA,119,149,118,149,direct,proposed,
PSA,119,150,118,150,direct,proposed,
PSA,119,151,118,151,direct,proposed,
PSA,119,152,118,152,direct,proposed,
PSA,119,153,118,153,direct,proposed,
PSA,119,154,118,154,direct,proposed,
PSA,119,155,118,155,direct,proposed,
PSA,119,156,118,156,direct,proposed,
PSA,119,157,118,157,direct,proposed,
PSA,119,158,118,158,direct,proposed,
PSA,119,159,118,159,direct,proposed,
PSA,119,160,118,160,direct,proposed,
PSA,119,161,118,161,direct,proposed,
PSA,119,162,118,162,direct,proposed,
PSA,119,163,118,163,direct,proposed,
PSA,119,164,118,164,direct,proposed,
PSA,119,165,118,165,direct,proposed,
PSA,119,166,118,166,direct,proposed,
PSA,119,167,118,167,direct,proposed,
PSA,119,168,118,168,direct,proposed,
PSA,119,169,118,169,direct,proposed,
PSA,119,170,118,170,direct,proposed,
PSA,119,171,118,171,direct,proposed,
PSA,119,172,118,172,direct,proposed,
PSA,119,173,118,173,direct,proposed,
PSA,119,174,118,174,direct,proposed,
PSA,119,175,118,175,direct,proposed,
PSA,119,176,118,176,direct,proposed,
PSA,120,1,119,1,direct,proposed,
PSA,120,2,119,2,direct,proposed,
PSA,120,3,119,3,direct,proposed,
PSA,120,4,119,4,direct,proposed,
PSA,120,5,119,5,direct,proposed,
PSA,120,6,119,6,direct,proposed,
PSA,120,7,119,7,direct,proposed,
PSA,121,1,120,1,direct,proposed,
PSA,121,2,120,2,direct,proposed,
PSA,121,3,120,3,direct,proposed,
PSA,121,4,120,4,direct,proposed,
PSA,121,5,120,5,direct,proposed,
PSA,121,6,120,6,direct,proposed,
PSA,121,7,120,7,direct,proposed,
PSA,121,8,120,8,direct,proposed,
PSA,122,1,121,1,direct,proposed,
PSA,122,2,121,2,direct,proposed,
PSA,122,3,121,3,direct,proposed,
PSA,122,4,121,4,direct,proposed,
PSA,122,5,121,5,direct,proposed,
PSA,122,6,121,6,direct,proposed,
PSA,122,7,121,7,direct,proposed,
PSA,122,8,121,8,direct,proposed,
PSA,122,9,121,9,direct,proposed,
PSA,123,1,122,1,direct,proposed,
PSA,123,2,122,2,direct,proposed,
PSA,123,3,122,3,direct,proposed,
PSA,123,4,122,4,direct,proposed,
PSA,124,1,123,1,direct,proposed,
PSA,124,2,123,2,direct,proposed,
PSA,124,3,123,3,direct,proposed,
PSA,124,4,123,4,direct,proposed,
PSA,124,5,123,5,direct,proposed,
PSA,124,6,123,6,direct,proposed,
PSA,124,7,123,7,direct,proposed,
PSA,124,8,123,8,direct,proposed,
PSA,125,1,124,1,direct,proposed,
PSA,125,2,124,2,direct,proposed,
PSA,125,3,124,3,direct,proposed,
PSA,125,4,124,4,direct,proposed,
PSA,125,5,124,5,direct,proposed,
PSA,126,1,125,1,direct,proposed,
PSA,126,2,125,2,direct,proposed,
PSA,126,3,125,3,direct,proposed,
PSA,126,4,125,4,direct,proposed,
PSA,126,5,125,5,direct,proposed,
PSA,126,6,125,6,direct,proposed,
PSA,127,1,126,1,direct,proposed,
PSA,127,2,126,2,direct,proposed,
PSA,127,3,126,3,direct,proposed,
PSA,127,4,126,4,direct,proposed,
PSA,127,5,126,5,direct,proposed,
PSA,128,1,127,1,direct,proposed,
PSA,128,2,127,2,direct,proposed,
PSA,128,3,127,3,direct,proposed,
PSA,128,4,127,4,direct,proposed,
PSA,128,5,127,5,direct,proposed,
PSA,128,6,127,6,direct,proposed,
PSA,129,1,128,1,direct,proposed,
PSA,129,2,128,2,direct,proposed,
PSA,129,3,128,3,direct,proposed,
PSA,129,4,128,4,direct,proposed,
PSA,129,5,128,5,direct,proposed,
PSA,129,6,128,6,direct,proposed,
PSA,129,7,128,7,direct,proposed,
PSA,129,8,128,8,direct,proposed,
PSA,130,1,129,1,direct,proposed,
PSA,130,2,129,2,direct,proposed,
PSA,130,3,129,3,direct,proposed,
PSA,130,4,129,4,direct,proposed,
PSA,130,5,129,5,direct,proposed,
PSA,130,6,129,6,direct,proposed,
PSA,130,7,129,7,direct,proposed,
PSA,130,8,129,8,direct,proposed,
PSA,131,1,130,1,direct,proposed,
PSA,131,2,130,2,direct,proposed,
PSA,131,3,130,3,direct,proposed,
PSA,132,1,131,1,direct,proposed,
PSA,132,2,131,2,direct,proposed,
PSA,132,3,131,3,direct,proposed,
PSA,132,4,131,4,direct,proposed,
PSA,132,5,131,5,direct,proposed,
PSA,132,6,131,6,direct,proposed,
PSA,132,7,131,7,direct,proposed,
PSA,132,8,131,8,direct,proposed,
PSA,132,9,131,9,direct,proposed,
PSA,132,10,131,10,direct,proposed,
PSA,132,11,131,11,direct,proposed,
PSA,132,12,131,12,direct,proposed,
PSA,132,13,131,13,direct,proposed,
PSA,132,14,131,14,direct,proposed,
PSA,132,15,131,15,direct,proposed,
PSA,132,16,131,16,direct,proposed,
PSA,132,17,131,17,direct,proposed,
PSA,132,18,131,18,direct,proposed,
PSA,133,1,132,1,direct,proposed,
PSA,133,2,132,2,direct,proposed,
PSA,133,3,132,3,direct,proposed,
PSA,134,1,133,1,direct,proposed,
PSA,134,2,133,2,direct,proposed,
PSA,134,3,133,3,direct,proposed,
PSA,135,1,134,1,direct,proposed,
PSA,135,2,134,2,direct,proposed,
PSA,135,3,134,3,direct,proposed,
PSA,135,4,134,4,direct,proposed,
PSA,135,5,134,5,direct,proposed,
PSA,135,6,134,6,direct,proposed,
PSA,135,7,134,7,direct,proposed,
PSA,135,8,134,8,direct,proposed,
PSA,135,9,134,9,direct,proposed,
PSA,135,10,134,10,direct,proposed,
PSA,135,11,134,11,direct,proposed,
PSA,135,12,134,12,direct,proposed,
PSA,135,13,134,13,direct,proposed,
PSA,135,14,134,14,direct,proposed,
PSA,135,15,134,15,direct,proposed,
PSA,135,16,134,16,direct,proposed,
PSA,135,17,134,17,direct,proposed,
PSA,135,18,134,18,direct,proposed,
PSA,135,19,134,19,direct,proposed,
PSA,135,20,134,20,direct,proposed,
PSA,135,21,134,21,direct,proposed,
PSA,136,1,135,1,direct,proposed,
PSA,136,2,135,2,direct,proposed,
PSA,136,3,135,3,direct,proposed,
PSA,136,4,135,4,direct,proposed,
PSA,136,5,135,5,direct,proposed,
PSA,136,6,135,6,direct,proposed,
PSA,136,7,135,7,direct,proposed,
PSA,136,8,135,8,direct,proposed,
PSA,136,9,135,9,direct,proposed,
PSA,136,10,135,10,direct,proposed,
PSA,136,11,135,11,direct,proposed,
PSA,136,12,135,12,direct,proposed,
PSA,136,13,135,13,direct,proposed,
PSA,136,14,135,14,direct,proposed,
PSA,136,15,135,15,direct,proposed,
PSA,136,16,135,16,direct,proposed,
PSA,136,17,135,17,direct,proposed,
PSA,136,18,135,18,direct,proposed,
PSA,136,19,135,19,direct,proposed,
PSA,136,20,135,20,direct,proposed,
PSA,136,21,135,21,direct,proposed,
PSA,136,22,135,22,direct,proposed,
PSA,136,23,135,23,direct,proposed,
PSA,136,24,135,24,direct,proposed,
PSA,136,25,135,25,direct,proposed,
PSA,136,26,135,26,direct,proposed,
PSA,137,1,136,1,direct,proposed,
PSA,137,2,136,2,direct,proposed,
PSA,137,3,136,3,direct,proposed,
PSA,137,4,136,4,direct,proposed,
PSA,137,5,136,5,direct,proposed,
PSA,137,6,136,6,direct,proposed,
PSA,137,7,136,7,direct,proposed,
PSA,137,8,136,8,direct,proposed,
PSA,137,9,136,9,direct,proposed,
PSA,138,1,137,1,direct,proposed,
PSA,138,2,137,2,direct,proposed,
PSA,138,3,137,3,direct,proposed,
PSA,138,4,137,4,direct,proposed,
PSA,138,5,137,5,direct,proposed,
PSA,138,6,137,6,direct,proposed,
PSA,138,7,137,7,direct,proposed,
PSA,138,8,137,8,direct,proposed,
PSA,139,1,138,1,direct,proposed,
PSA,139,2,138,2,direct,proposed,
PSA,139,3,138,3,direct,proposed,
PSA,139,4,138,4,direct,proposed,
PSA,139,5,138,5,direct,proposed,
PSA,139,6,138,6,direct,proposed,
PSA,139,7,138,7,direct,proposed,
PSA,139,8,138,8,direct,proposed,
PSA,139,9,138,9,direct,proposed,
PSA,139,10,138,10,direct,proposed,
PSA,139,11,138,11,direct,proposed,
PSA,139,12,138,12,direct,proposed,
PSA,139,13,138,13,direct,proposed,
PSA,139,14,138,14,direct,proposed,
PSA,139,15,138,15,direct,proposed,
PSA,139,16,138,16,direct,proposed,
PSA,139,17,138,17,direct,proposed,
PSA,139,18,138,18,direct,proposed,
PSA,139,19,138,19,direct,proposed,
PSA,139,20,138,20,direct,proposed,
PSA,139,21,138,21,direct,proposed,
PSA,139,22,138,22,direct,proposed,
PSA,139,23,138,23,direct,proposed,
PSA,139,24,138,24,direct,proposed,
PSA,140,,139,1,title,proposed,Russian superscription verse(s) with no KJV counterpart
PSA,140,1,139,2,title-shifted,proposed,
PSA,140,2,139,3,title-shifted,proposed,
PSA,140,3,139,4,title-shifted,proposed,
PSA,140,4,139,5,title-shifted,proposed,
PSA,140,5,139,6,title-shifted,proposed,
PSA,140,6,139,7,title-shifted,proposed,
PSA,140,7,139,8,title-shifted,proposed,
PSA,140,8,139,9,title-shifted,proposed,
PSA,140,9,139,10,title-shifted,proposed,
PSA,140,10,139,11,title-shifted,proposed,
PSA,140,11,139,12,title-shifted,proposed,
PSA,140,12,139,13,title-shifted,proposed,
PSA,140,13,139,14,title-shifted,proposed,
PSA,141,1,140,1,direct,proposed,
PSA,141,2,140,2,direct,proposed,
PSA,141,3,140,3,direct,proposed,
PSA,141,4,140,4,direct,proposed,
PSA,141,5,140,5,direct,proposed,
PSA,141,6,140,6,direct,proposed,
PSA,141,7,140,7,direct,proposed,
PSA,141,8,140,8,direct,proposed,
PSA,141,9,140,9,direct,proposed,
PSA,141,10,140,10,direct,proposed,
PSA,142,1,141,1,direct,proposed,
PSA,142,2,141,2,direct,proposed,
PSA,142,3,141,3,direct,proposed,
PSA,142,4,141,4,direct,proposed,
PSA,142,5,141,5,direct,proposed,
PSA,142,6,141,6,direct,proposed,
PSA,142,7,141,7,direct,proposed,
PSA,143,1,142,1,direct,proposed,
PSA,143,2,142,2,direct,proposed,
PSA,143,3,142,3,direct,proposed,
PSA,143,4,142,4,direct,proposed,
PSA,143,5,142,5,direct,proposed,
PSA,143,6,142,6,direct,proposed,
PSA,143,7,142,7,direct,proposed,
PSA,143,8,142,8,direct,proposed,
PSA,143,9,142,9,direct,proposed,
PSA,143,10,142,10,direct,proposed,
PSA,143,11,142,11,direct,proposed,
PSA,143,12,142,12,direct,proposed,
PSA,144,1,143,1,direct,proposed,
PSA,144,2,143,2,direct,proposed,
PSA,144,3,143,3,direct,proposed,
PSA,144,4,143,4,direct,proposed,
PSA,144,5,143,5,direct,proposed,
PSA,144,6,143,6,direct,proposed,
PSA,144,7,143,7,direct,proposed,
PSA,144,8,143,8,direct,proposed,
PSA,144,9,143,9,direct,proposed,
PSA,144,10,143,10,direct,proposed,
PSA,144,11,143,11,direct,proposed,
PSA,144,12,143,12,direct,proposed,
PSA,144,13,143,13,direct,proposed,
PSA,144,14,143,14,direct,proposed,
PSA,144,15,143,15,direct,proposed,
PSA,145,1,144,1,direct,proposed,
PSA,145,2,144,2,direct,proposed,
PSA,145,3,144,3,direct,proposed,
PSA,145,4,144,4,direct,proposed,
PSA,145,5,144,5,direct,proposed,
PSA,145,6,144,6,direct,proposed,
PSA,145,7,144,7,direct,proposed,
PSA,145,8,144,8,direct,proposed,
PSA,145,9,144,9,direct,proposed,
PSA,145,10,144,10,direct,proposed,
PSA,145,11,144,11,direct,proposed,
PSA,145,12,144,12,direct,proposed,
PSA,145,13,144,13,direct,proposed,
PSA,145,14,144,14,direct,proposed,
PSA,145,15,144,15,direct,proposed,
PSA,145,16,144,16,direct,proposed,
PSA,145,17,144,17,direct,proposed,
PSA,145,18,144,18,direct,proposed,
PSA,145,19,144,19,direct,proposed,
PSA,145,20,144,20,direct,proposed,
PSA,145,21,144,21,direct,proposed,
PSA,146,1,145,1,direct,proposed,
PSA,146,2,145,2,direct,proposed,
PSA,146,3,145,3,direct,proposed,
PSA,146,4,145,4,direct,proposed,
PSA,146,5,145,5,direct,proposed,
PSA,146,6,145,6,direct,proposed,
PSA,146,7,145,7,direct,proposed,
PSA,146,8,145,8,direct,proposed,
PSA,146,9,145,9,direct,proposed,
PSA,146,10,145,10,direct,proposed,
PSA,147,1,146,1,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,2,146,2,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,3,146,3,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,4,146,4,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,5,146,5,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,6,146,6,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,7,146,7,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,8,146,8,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,9,146,9,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,10,146,10,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,11,146,11,split,proposed,first half of KJV Psalm 147 -> Russian Psalm 146
PSA,147,12,147,1,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,147,13,147,2,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,147,14,147,3,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,147,15,147,4,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,147,16,147,5,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,147,17,147,6,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,147,18,147,7,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,147,19,147,8,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,147,20,147,9,split,proposed,second half of KJV Psalm 147 -> Russian Psalm 147
PSA,148,1,148,1,direct,proposed,
PSA,148,2,148,2,direct,proposed,
PSA,148,3,148,3,direct,proposed,
PSA,148,4,148,4,direct,proposed,
PSA,148,5,148,5,direct,proposed,
PSA,148,6,148,6,direct,proposed,
PSA,148,7,148,7,direct,proposed,
PSA,148,8,148,8,direct,proposed,
PSA,148,9,148,9,direct,proposed,
PSA,148,10,148,10,direct,proposed,
PSA,148,11,148,11,direct,proposed,
PSA,148,12,148,12,direct,proposed,
PSA,148,13,148,13,direct,proposed,
PSA,148,14,148,14,direct,proposed,
PSA,149,1,149,1,direct,proposed,
PSA,149,2,149,2,direct,proposed,
PSA,149,3,149,3,direct,proposed,
PSA,149,4,149,4,direct,proposed,
PSA,149,5,149,5,direct,proposed,
PSA,149,6,149,6,direct,proposed,
PSA,149,7,149,7,direct,proposed,
PSA,149,8,149,8,direct,proposed,
PSA,149,9,149,9,direct,proposed,
PSA,150,1,150,1,direct,proposed,
PSA,150,2,150,2,direct,proposed,
PSA,150,3,150,3,direct,proposed,
PSA,150,4,150,4,direct,proposed,
PSA,150,5,150,5,direct,proposed,
PSA,150,6,150,6,direct,proposed,
