timestamp,version,book,chapter,verse,apparatus_type,content,dry_run
2026-05-17T16:50:26.973608,WLC,1CH,5,37,CHAPTER_BOUNDARY,וַיּ֥וֹלֶד עֲזַרְיָ֖ה אֶת־ אֲמַרְיָ֑ה וַאֲמַרְיָ֖ה הוֹלִ֥יד אֶת־ אֲחִיטֽוּב׃,True
2026-05-17T16:50:26.973655,WLC,1CH,5,38,CHAPTER_BOUNDARY,וַאֲחִיטוּב֙ הוֹלִ֣יד אֶת־ צָד֔וֹק וְצָד֖וֹק הוֹלִ֥יד אֶת־ שַׁלּֽוּם׃,True
2026-05-17T16:50:26.973699,WLC,1CH,5,39,CHAPTER_BOUNDARY,וְשַׁלּוּם֙ הוֹלִ֣יד אֶת־ חִלְקִיָּ֔ה וְחִלְקִיָּ֖ה הוֹלִ֥יד אֶת־ עֲזַרְיָֽה׃,True
2026-05-17T16:50:26.973745,WLC,1CH,5,40,CHAPTER_BOUNDARY,וַעֲזַרְיָה֙ הוֹלִ֣יד אֶת־ שְׂרָיָ֔ה וּשְׂרָיָ֖ה הוֹלִ֥יד אֶת־ יְהוֹצָדָֽק׃,True
2026-05-17T16:50:26.973791,WLC,1CH,5,41,CHAPTER_BOUNDARY,וִיהוֹצָדָ֣ק הָלַ֔ךְ בְּהַגְל֣וֹת יְהוָ֔ה אֶת־ יְהוּדָ֖ה וִירוּשָׁלָ֑͏ִם בְּיַ֖ד,True
2026-05-17T16:50:26.973956,WLC,1CH,12,41,CHAPTER_BOUNDARY,וְגַ֣ם הַקְּרֽוֹבִים־ אֲ֠לֵיהֶם עַד־ יִשָׂשכָ֨ר וּזְבֻל֜וּן וְנַפְתָּלִ֗י מְבִיא,True
2026-05-17T16:50:26.974069,WLC,1KI,5,19,CHAPTER_BOUNDARY,וְהִנְנִ֣י אֹמֵ֔ר לִבְנ֣וֹת בַּ֔יִת לְשֵׁ֖ם יְהוָ֣ה אֱלֹהָ֑י כַּאֲשֶׁ֣ר ׀ דִּבֶּ,True
2026-05-17T16:50:26.974251,WLC,1KI,5,20,CHAPTER_BOUNDARY,וְעַתָּ֡ה צַוֵּה֩ וְיִכְרְתוּ־ לִ֨י אֲרָזִ֜ים מִן־ הַלְּבָנ֗וֹן וַֽעֲבָדַי֙ יִהְ,True
2026-05-17T16:50:26.974364,WLC,1KI,5,21,CHAPTER_BOUNDARY,וַיְהִ֞י כִּשְׁמֹ֧עַ חִירָ֛ם אֶת־ דִּבְרֵ֥י שְׁלֹמֹ֖ה וַיִּשְׂמַ֣ח מְאֹ֑ד וַיֹּ֗,True
2026-05-17T16:50:26.974473,WLC,1KI,5,22,CHAPTER_BOUNDARY,וַיִּשְׁלַ֤ח חִירָם֙ אֶל־ שְׁלֹמֹ֣ה לֵאמֹ֔ר שָׁמַ֕עְתִּי אֵ֥ת אֲשֶׁר־ שָׁלַ֖חְתּ,True
2026-05-17T16:50:26.974581,WLC,1KI,5,23,CHAPTER_BOUNDARY,עֲ֠בָדַי יֹרִ֨דוּ מִן־ הַלְּבָנ֜וֹן יָ֗מָּה וַ֠אֲנִי אֲשִׂימֵ֨ם דֹּבְר֤וֹת בַּיּ,True
2026-05-17T16:50:26.974689,WLC,1KI,5,24,CHAPTER_BOUNDARY,וַיְהִ֨י חִיר֜וֹם נֹתֵ֣ן לִשְׁלֹמֹ֗ה עֲצֵ֧י אֲרָזִ֛ים וַעֲצֵ֥י בְרוֹשִׁ֖ים כָּל־,True
2026-05-17T16:50:26.974798,WLC,1KI,5,25,CHAPTER_BOUNDARY,וּשְׁלֹמֹה֩ נָתַ֨ן לְחִירָ֜ם עֶשְׂרִים֩ אֶ֨לֶף כֹּ֤ר חִטִּים֙ מַכֹּ֣לֶת לְבֵית֔ו,True
2026-05-17T16:50:26.974906,WLC,1KI,5,26,CHAPTER_BOUNDARY,וַיהוָ֗ה נָתַ֤ן חָכְמָה֙ לִשְׁלֹמֹ֔ה כַּאֲשֶׁ֖ר דִּבֶּר־ ל֑וֹ וַיְהִ֣י שָׁלֹ֗ם ב,True
2026-05-17T16:50:26.975010,WLC,1KI,5,27,CHAPTER_BOUNDARY,וַיַּ֨עַל הַמֶּ֧לֶךְ שְׁלֹמֹ֛ה מַ֖ס מִכָּל־ יִשְׂרָאֵ֑ל וַיְהִ֣י הַמַּ֔ס שְׁלֹשׁ,True
2026-05-17T16:50:26.975114,WLC,1KI,5,28,CHAPTER_BOUNDARY,וַיִּשְׁלָחֵ֣ם לְבָנ֗וֹנָה עֲשֶׂ֨רֶת אֲלָפִ֤ים בַּחֹ֙דֶשׁ֙ חֲלִיפ֔וֹת חֹ֚דֶשׁ יִ,True
2026-05-17T16:50:26.975217,WLC,1KI,5,29,CHAPTER_BOUNDARY,וַיְהִ֧י לִשְׁלֹמֹ֛ה שִׁבְעִ֥ים אֶ֖לֶף נֹשֵׂ֣א סַבָּ֑ל וּשְׁמֹנִ֥ים אֶ֖לֶף חֹצֵ֥,True
2026-05-17T16:50:26.975321,WLC,1KI,5,30,CHAPTER_BOUNDARY,לְ֠בַד מִשָּׂרֵ֨י הַנִצָּבִ֤ים לִשְׁלֹמֹה֙ אֲשֶׁ֣ר עַל־ הַמְּלָאכָ֔ה שְׁלֹ֥שֶׁת ,True
2026-05-17T16:50:26.975423,WLC,1KI,5,31,CHAPTER_BOUNDARY,וַיְצַ֣ו הַמֶּ֡לֶךְ וַיַּסִּעוּ֩ אֲבָנִ֨ים גְּדֹל֜וֹת אֲבָנִ֧ים יְקָר֛וֹת לְיַסּ,True
2026-05-17T16:50:26.975525,WLC,1KI,5,32,CHAPTER_BOUNDARY,וַֽיִּפְסְל֞וּ בֹּנֵ֧י שְׁלֹמֹ֛ה וּבֹנֵ֥י חִיר֖וֹם וְהַגִּבְלִ֑ים וַיָּכִ֛ינוּ ה,True
2026-05-17T16:50:26.975688,WLC,1KI,22,54,CHAPTER_BOUNDARY,וַֽיַּעֲבֹד֙ אֶת־ הַבַּ֔עַל וַיִּֽשְׁתַּחֲוֶ֖ה ל֑וֹ וַיַּכְעֵ֗ס אֶת־ יְהוָה֙ אֱל,True
2026-05-17T16:50:26.975811,WLC,1SA,21,16,CHAPTER_BOUNDARY,חֲסַ֤ר מְשֻׁגָּעִים֙ אָ֔נִי כִּי־ הֲבֵאתֶ֣ם אֶת־ זֶ֔ה לְהִשְׁתַּגֵּ֖עַ עָלָ֑י הֲ,True
2026-05-17T16:50:26.975924,WLC,1SA,24,23,CHAPTER_BOUNDARY,וַיִּשָּׁבַ֥ע דָּוִ֖ד לְשָׁא֑וּל וַיֵּ֤לֶךְ שָׁאוּל֙ אֶל־ בֵּית֔וֹ וְדָוִד֙ וַֽא,True
2026-05-17T16:50:26.976043,WLC,2CH,1,18,CHAPTER_BOUNDARY,וַיֹּ֣אמֶר שְׁלֹמֹ֗ה לִבְנ֥וֹת בַּ֙יִת֙ לְשֵׁ֣ם יְהוָ֔ה וּבַ֖יִת לְמַלְכוּתֽוֹ׃,True
2026-05-17T16:50:26.976177,WLC,2CH,13,23,CHAPTER_BOUNDARY,וַיִּשְׁכַּ֨ב אֲבִיָּ֜ה עִם־ אֲבֹתָ֗יו וַיִּקְבְּר֤וּ אֹתוֹ֙ בְּעִ֣יר דָּוִ֔יד ו,True
2026-05-17T16:50:26.976303,WLC,2KI,12,22,CHAPTER_BOUNDARY,וְיוֹזָבָ֣ד בֶּן־ שִׁ֠מְעָת וִיהוֹזָבָ֨ד בֶּן־ שֹׁמֵ֤ר ׀ עֲבָדָיו֙ הִכֻּ֣הוּ וַי,True
2026-05-17T16:50:26.976467,WLC,2SA,19,44,CHAPTER_BOUNDARY,וַיַּ֣עַן אִֽישׁ־ יִשְׂרָאֵל֩ אֶת־ אִ֨ישׁ יְהוּדָ֜ה וַיֹּ֗אמֶר עֶֽשֶׂר־ יָד֨וֹת ,True
2026-05-17T16:50:26.976615,WLC,DAN,3,31,CHAPTER_BOUNDARY,נְבוּכַדְנֶצַּ֣ר מַלְכָּ֗א לְֽכָל־ עַֽמְמַיָּ֞א אֻמַיָּ֧א וְלִשָּׁנַיָּ֛א דִּֽי־,True
2026-05-17T16:50:26.976718,WLC,DAN,3,32,CHAPTER_BOUNDARY,אָֽתַיָּא֙ וְתִמְהַיָּ֔א דִּ֚י עֲבַ֣ד עִמִּ֔י אֱלָהָ֖א שְׁפַ֥ר קֽ͏ָדָמַ֖י לְהַחֲ,True
2026-05-17T16:50:26.976824,WLC,DAN,3,33,CHAPTER_BOUNDARY,אָת֙וֹהִי֙ כְּמָ֣ה רַבְרְבִ֔ין וְתִמְה֖וֹהִי כְּמָ֣ה תַקִּיפִ֑ין מַלְכוּתֵהּ֙ מַ,True
2026-05-17T16:50:26.976945,WLC,DAN,6,29,CHAPTER_BOUNDARY,וְדָנִיֵּ֣אל דְּנָ֔ה הַצְלַ֖ח בְּמַלְכ֣וּת דָּרְיָ֑וֶשׁ וּבְמַלְכ֖וּת כּ֥וֹרֶשׁ,True
2026-05-17T16:50:26.977074,WLC,DEU,13,19,CHAPTER_BOUNDARY,כִּ֣י תִשְׁמַ֗ע בְּקוֹל֙ יְהוָ֣ה אֱלֹהֶ֔יךָ לִשְׁמֹר֙ אֶת־ כָּל־ מִצְוֺתָ֔יו אֲש,True
2026-05-17T16:50:26.977201,WLC,DEU,23,26,CHAPTER_BOUNDARY,כִּ֤י תָבֹא֙ בְּקָמַ֣ת רֵעֶ֔ךָ וְקָטַפְתָּ֥ מְלִילֹ֖ת בְּיָדֶ֑ךָ וְחֶרְמֵשׁ֙ לֹ֣,True
2026-05-17T16:50:26.977360,WLC,DEU,28,69,CHAPTER_BOUNDARY,אֵלֶּה֩ דִבְרֵ֨י הַבְּרִ֜ית אֲ‍ֽשֶׁר־ צִוָּ֧ה יְהוָ֣ה אֶת־ מֹשֶׁ֗ה לִכְרֹ֛ת אֶת־,True
2026-05-17T16:50:26.977534,WLC,ECC,4,17,CHAPTER_BOUNDARY,שְׁמֹ֣ר כַּאֲשֶׁ֤ר תֵּלֵךְ֙ אֶל־ בֵּ֣ית הָאֱלֹהִ֔ים וְקָר֣וֹב לִשְׁמֹ֔עַ מִתֵּ֥ת,True
2026-05-17T16:50:26.977690,WLC,EXO,7,26,CHAPTER_BOUNDARY,וַיֹּ֤אמֶר יְהוָה֙ אֶל־ מֹשֶׁ֔ה בֹּ֖א אֶל־ פַּרְעֹ֑ה וְאָמַרְתָּ֣ אֵלָ֗יו כֹּ֚ה ,True
2026-05-17T16:50:26.977796,WLC,EXO,7,27,CHAPTER_BOUNDARY,וְאִם־ מָאֵ֥ן אַתָּ֖ה לְשַׁלֵּ֑חַ הִנֵּ֣ה אָנֹכִ֗י נֹגֵ֛ף אֶת־ כָּל־ גְּבוּלְךָ֖,True
2026-05-17T16:50:26.977901,WLC,EXO,7,28,CHAPTER_BOUNDARY,וְשָׁרַ֣ץ הַיְאֹר֮ צְפַרְדְּעִים֒ וְעָלוּ֙ וּבָ֣אוּ בְּבֵיתֶ֔ךָ וּבַחֲדַ֥ר מִשְׁ,True
2026-05-17T16:50:26.978005,WLC,EXO,7,29,CHAPTER_BOUNDARY,וּבְכָ֥ה וּֽבְעַמְּךָ֖ וּבְכָל־ עֲבָדֶ֑יךָ יַעֲל֖וּ הַֽצְפַרְדְּעִֽים׃,True
2026-05-17T16:50:26.978194,WLC,EXO,21,37,CHAPTER_BOUNDARY,כִּ֤י יִגְנֹֽב־ אִישׁ֙ שׁ֣וֹר אוֹ־ שֶׂ֔ה וּטְבָח֖וֹ א֣וֹ מְכָר֑וֹ חֲמִשָּׁ֣ה בָק,True
2026-05-17T16:50:26.978343,WLC,EZK,21,33,CHAPTER_BOUNDARY,וְאַתָּ֣ה בֶן־ אָדָ֗ם הִנָּבֵ֤א וְאָֽמַרְתָּ֙ כֹּ֤ה אָמַר֙ אֲדֹנָ֣י יְהֹוִ֔ה אֶל,True
2026-05-17T16:50:26.978541,WLC,EZK,21,34,CHAPTER_BOUNDARY,בַּחֲז֥וֹת לָךְ֙ שָׁ֔וְא בִּקְסָם־ לָ֖ךְ כָּזָ֑ב לָתֵ֣ת אוֹתָ֗ךְ אֶֽל־ צַוְּארֵי,True
2026-05-17T16:50:26.978646,WLC,EZK,21,35,CHAPTER_BOUNDARY,הָשַׁ֖ב אֶל־ תַּעְרָ֑הּ בִּמְק֧וֹם אֲשֶׁר־ נִבְרֵ֛את בְּאֶ֥רֶץ מְכֻרוֹתַ֖יִךְ אֶ,True
2026-05-17T16:50:26.978750,WLC,EZK,21,36,CHAPTER_BOUNDARY,וְשָׁפַכְתִּ֤י עָלַ֙יִךְ֙ זַעְמִ֔י בְּאֵ֥שׁ עֶבְרָתִ֖י אָפִ֣יחַ עָלָ֑יִךְ וּנְתַ,True
2026-05-17T16:50:26.978861,WLC,EZK,21,37,CHAPTER_BOUNDARY,לָאֵ֤שׁ תִּֽהְיֶה֙ לְאָכְלָ֔ה דָּמֵ֥ךְ יִהְיֶ֖ה בְּת֣וֹךְ הָאָ֑רֶץ לֹ֣א תִזָּכֵ֔,True
2026-05-17T16:50:26.978976,WLC,GEN,32,33,CHAPTER_BOUNDARY,עַל־ כֵּ֡ן לֹֽא־ יֹאכְל֨וּ בְנֵֽי־ יִשְׂרָאֵ֜ל אֶת־ גִּ֣יד הַנָּשֶׁ֗ה אֲשֶׁר֙ עַ,True
2026-05-17T16:50:26.979123,WLC,HOS,2,24,CHAPTER_BOUNDARY,וְהָאָ֣רֶץ תַּעֲנֶ֔ה אֶת־ הַדָּגָ֖ן וְאֶת־ הַתִּיר֣וֹשׁ וְאֶת־ הַיִּצְהָ֑ר וְהֵ֖,True
2026-05-17T16:50:26.979228,WLC,HOS,2,25,CHAPTER_BOUNDARY,וּזְרַעְתִּ֤יהָ לִּי֙ בָּאָ֔רֶץ וְרִֽחַמְתִּ֖י אֶת־ לֹ֣א רֻחָ֑מָה וְאָמַרְתִּ֤י ,True
2026-05-17T16:50:26.979393,WLC,HOS,12,15,CHAPTER_BOUNDARY,הִכְעִ֥יס אֶפְרַ֖יִם תַּמְרוּרִ֑ים וְדָמָיו֙ עָלָ֣יו יִטּ֔וֹשׁ וְחֶ֨רְפָּת֔וֹ יָ,True
2026-05-17T16:50:26.979500,WLC,HOS,14,10,CHAPTER_BOUNDARY,מִ֤י חָכָם֙ וְיָ֣בֵֽן אֵ֔לֶּה נָב֖וֹן וְיֵֽדָעֵ֑ם כִּֽי־ יְשָׁרִ֞ים דַּרְכֵ֣י יְ,True
2026-05-17T16:50:26.979663,WLC,ISA,8,23,CHAPTER_BOUNDARY,כִּ֣י לֹ֣א מוּעָף֮ לַאֲשֶׁ֣ר מוּצָ֣ק לָהּ֒ כָּעֵ֣ת הָרִאשׁ֗וֹן הֵקַ֞ל אַ֤רְצָה ז,True
2026-05-17T16:50:26.979809,WLC,JER,8,23,CHAPTER_BOUNDARY,מִֽי־ יִתֵּ֤ן רֹאשִׁי֙ מַ֔יִם וְעֵינִ֖י מְק֣וֹר דִּמְעָ֑ה וְאֶבְכֶּה֙ יוֹמָ֣ם וָ,True
2026-05-17T16:50:26.979980,WLC,JOB,40,25,CHAPTER_BOUNDARY,תִּמְשֹׁ֣ךְ לִוְיָתָ֣ן בְּחַכָּ֑ה וּ֝בְחֶ֗בֶל תַּשְׁקִ֥יעַ לְשֹׁנֽוֹ׃,True
2026-05-17T16:50:26.980101,WLC,JOB,40,26,CHAPTER_BOUNDARY,הֲתָשִׂ֣ים אַגְמ֣וֹן בְּאַפּ֑וֹ וּ֝בְח֗וֹחַ תִּקּ֥וֹב לֶֽחֱיוֹ׃,True
2026-05-17T16:50:26.980215,WLC,JOB,40,27,CHAPTER_BOUNDARY,הֲיַרְבֶּ֣ה אֵ֭לֶיךָ תַּחֲנוּנִ֑ים אִם־ יְדַבֵּ֖ר אֵלֶ֣יךָ רַכּֽוֹת׃,True
2026-05-17T16:50:26.980323,WLC,JOB,40,28,CHAPTER_BOUNDARY,הֲיִכְרֹ֣ת בְּרִ֣ית עִמָּ֑ךְ תִּ֝קָּחֶ֗נּוּ לְעֶ֣בֶד עוֹלָֽם׃,True
2026-05-17T16:50:26.980429,WLC,JOB,40,29,CHAPTER_BOUNDARY,הֽ͏ַתְשַׂחֶק־ בּ֭וֹ כַּצִּפּ֑וֹר וְ֝תִקְשְׁרֶ֗נּוּ לְנַעֲרוֹתֶֽיךָ׃,True
2026-05-17T16:50:26.980535,WLC,JOB,40,30,CHAPTER_BOUNDARY,יִכְר֣וּ עָ֭לָיו חַבָּרִ֑ים יֶ֝חֱצ֗וּהוּ בֵּ֣ין כְּֽנַעֲנִֽים׃,True
2026-05-17T16:50:26.980641,WLC,JOB,40,31,CHAPTER_BOUNDARY,הַֽתְמַלֵּ֣א בְשֻׂכּ֣וֹת עוֹר֑וֹ וּבְצִלְצַ֖ל דָּגִ֣ים רֹאשֽׁוֹ׃,True
2026-05-17T16:50:26.980748,WLC,JOB,40,32,CHAPTER_BOUNDARY,שִׂים־ עָלָ֥יו כַּפֶּ֑ךָ זְכֹ֥ר מִ֝לְחָמָ֗ה אַל־ תּוֹסַֽף׃,True
2026-05-17T16:50:26.980855,WLC,JOL,4,1,CHAPTER_BOUNDARY,כִּ֗י הִנֵּ֛ה בַּיָּמִ֥ים הָהֵ֖מָּה וּבָעֵ֣ת הַהִ֑יא אֲשֶׁ֥ר אֶת־ שְׁב֥וּת יְהוּ,True
2026-05-17T16:50:26.980962,WLC,JOL,4,2,CHAPTER_BOUNDARY,וְקִבַּצְתִּי֙ אֶת־ כָּל־ הַגּוֹיִ֔ם וְה֣וֹרַדְתִּ֔ים אֶל־ עֵ֖מֶק יְהֽוֹשָׁפָ֑ט ,True
2026-05-17T16:50:26.981064,WLC,JOL,4,3,CHAPTER_BOUNDARY,וְאֶל־ עַמִּ֖י יַדּ֣וּ גוֹרָ֑ל וַיִּתְּנ֤וּ הַיֶּ֙לֶד֙ בַּזּוֹנָ֔ה וְהַיַּלְדָּ֛,True
2026-05-17T16:50:26.981168,WLC,JOL,4,4,CHAPTER_BOUNDARY,וְ֠גַם מָה־ אַתֶּ֥ם לִי֙ צֹ֣ר וְצִיד֔וֹן וְכֹ֖ל גְּלִיל֣וֹת פְּלָ֑שֶׁת הַגְּמ֗וּ,True
2026-05-17T16:50:26.981270,WLC,JOL,4,5,CHAPTER_BOUNDARY,אֲשֶׁר־ כַּסְפִּ֥י וּזְהָבִ֖י לְקַחְתֶּ֑ם וּמַֽחֲמַדַּי֙ הַטֹּבִ֔ים הֲבֵאתֶ֖ם לְ,True
2026-05-17T16:50:26.981374,WLC,JOL,4,6,CHAPTER_BOUNDARY,וּבְנֵ֤י יְהוּדָה֙ וּבְנֵ֣י יְרוּשָׁלִַ֔ם מְכַרְתֶּ֖ם לִבְנֵ֣י הַיְּוָנִ֑ים לְמַ,True
2026-05-17T16:50:26.981476,WLC,JOL,4,7,CHAPTER_BOUNDARY,הִנְנִ֣י מְעִירָ֔ם מִן־ הַ֨מָּק֔וֹם אֲשֶׁר־ מְכַרְתֶּ֥ם אֹתָ֖ם שָׁ֑מָּה וַהֲשִׁב,True
2026-05-17T16:50:26.981581,WLC,JOL,4,8,CHAPTER_BOUNDARY,וּמָכַרְתִּ֞י אֶת־ בְּנֵיכֶ֣ם וְאֶת־ בְּנֽוֹתֵיכֶ֗ם בְּיַד֙ בְּנֵ֣י יְהוּדָ֔ה וּ,True
2026-05-17T16:50:26.981684,WLC,JOL,4,9,CHAPTER_BOUNDARY,קִרְאוּ־ זֹאת֙ בַּגּוֹיִ֔ם קַדְּשׁ֖וּ מִלְחָמָ֑ה הָעִ֙ירוּ֙ הַגִּבּוֹרִ֔ים יִגְּ,True
2026-05-17T16:50:26.981805,WLC,JOL,4,10,CHAPTER_BOUNDARY,כֹּ֤תּוּ אִתֵּיכֶם֙ לַֽחֲרָב֔וֹת וּמַזְמְרֹֽתֵיכֶ֖ם לִרְמָחִ֑ים הַֽחַלָּ֔שׁ יֹאמ,True
2026-05-17T16:50:26.981936,WLC,JOL,4,11,CHAPTER_BOUNDARY,ע֣וּשׁוּ וָבֹ֧אוּ כָֽל־ הַגּוֹיִ֛ם מִסָּבִ֖יב וְנִקְבָּ֑צוּ שָׁ֕מָּה הַֽנְחַ֥ת י,True
2026-05-17T16:50:26.982057,WLC,JOL,4,12,CHAPTER_BOUNDARY,יֵע֙וֹרוּ֙ וְיַעֲל֣וּ הַגּוֹיִ֔ם אֶל־ עֵ֖מֶק יְהֽוֹשָׁפָ֑ט כִּ֣י שָׁ֗ם אֵשֵׁ֛ב ל,True
2026-05-17T16:50:26.982177,WLC,JOL,4,13,CHAPTER_BOUNDARY,שִׁלְח֣וּ מַגָּ֔ל כִּ֥י בָשַׁ֖ל קָצִ֑יר בֹּ֤אֽוּ רְדוּ֙ כִּֽי־ מָ֣לְאָה גַּ֔ת הֵ,True
2026-05-17T16:50:26.982298,WLC,JOL,4,14,CHAPTER_BOUNDARY,הֲמוֹנִ֣ים הֲמוֹנִ֔ים בְּעֵ֖מֶק הֶֽחָר֑וּץ כִּ֤י קָרוֹב֙ י֣וֹם יְהוָ֔ה בְּעֵ֖מֶק,True
2026-05-17T16:50:26.982418,WLC,JOL,4,15,CHAPTER_BOUNDARY,שֶׁ֥מֶשׁ וְיָרֵ֖חַ קָדָ֑רוּ וְכוֹכָבִ֖ים אָסְפ֥וּ נָגְהָֽם׃,True
2026-05-17T16:50:26.982539,WLC,JOL,4,16,CHAPTER_BOUNDARY,וַיהוָ֞ה מִצִּ יִשְׁאָ֗ג וּמִירוּשָׁלִַ֙ם֙ יִתֵּ֣ן קוֹל֔וֹ וְרָעֲשׁ֖וּ שָׁמַ֣יִם,True
2026-05-17T16:50:26.982660,WLC,JOL,4,17,CHAPTER_BOUNDARY,וִֽידַעְתֶּ֗ם כִּ֣י אֲנִ֤י יְהוָה֙ אֱלֹ֣הֵיכֶ֔ם שֹׁכֵ֖ן בְּצִיּ֣וֹן הַר־ קָדְשִׁ,True
2026-05-17T16:50:26.982780,WLC,JOL,4,18,CHAPTER_BOUNDARY,וְהָיָה֩ בַיּ֨וֹם הַה֜וּא יִטְּפ֧וּ הֶהָרִ֣ים עָסִ֗יס וְהַגְּבָעוֹת֙ תֵּלַ֣כְנָה,True
2026-05-17T16:50:26.982978,WLC,JOL,4,19,CHAPTER_BOUNDARY,מִצְרַ֙יִם֙ לִשְׁמָמָ֣ה תִֽהְיֶ֔ה וֶאֱד֕וֹם לְמִדְבַּ֥ר שְׁמָמָ֖ה תִּֽהְיֶ֑ה מֵֽ,True
2026-05-17T16:50:26.983098,WLC,JOL,4,20,CHAPTER_BOUNDARY,וִיהוּדָ֖ה לְעוֹלָ֣ם תֵּשֵׁ֑ב וִירוּשָׁלַ֖͏ִם לְד֥וֹר וָדֽוֹר׃,True
2026-05-17T16:50:26.983215,WLC,JOL,4,21,CHAPTER_BOUNDARY,וְנִקֵּ֖יתִי דָּמָ֣ם לֹֽא־ נִקֵּ֑יתִי וַֽיהוָ֖ה שֹׁכֵ֥ן בְּצִיּֽוֹן׃,True
2026-05-17T16:50:26.983337,WLC,JON,2,11,CHAPTER_BOUNDARY,וַיֹּ֥אמֶר יְהוָ֖ה לַדָּ֑ג וַיָּקֵ֥א אֶת־ יוֹנָ֖ה אֶל־ הַיַּבָּשָֽׁה׃,True
2026-05-17T16:50:26.983458,WLC,LEV,5,20,CHAPTER_BOUNDARY,וַיְדַבֵּ֥ר יְהוָ֖ה אֶל־ מֹשֶׁ֥ה לֵּאמֹֽר׃,True
2026-05-17T16:50:26.983578,WLC,LEV,5,21,CHAPTER_BOUNDARY,נֶ֚פֶשׁ כִּ֣י תֶחֱטָ֔א וּמָעֲלָ֥ה מַ֖עַל בַּיהוָ֑ה וְכִחֵ֨שׁ בַּעֲמִית֜וֹ בְּפִק,True
2026-05-17T16:50:26.983697,WLC,LEV,5,22,CHAPTER_BOUNDARY,אֽוֹ־ מָצָ֧א אֲבֵדָ֛ה וְכִ֥חֶשׁ בָּ֖הּ וְנִשְׁבַּ֣ע עַל־ שָׁ֑קֶר עַל־ אַחַ֗ת מִכ,True
2026-05-17T16:50:26.983816,WLC,LEV,5,23,CHAPTER_BOUNDARY,וְהָיָה֮ כִּֽי־ יֶחֱטָ֣א וְאָשֵׁם֒ וְהֵשִׁ֨יב אֶת־ הַגְּזֵלָ֜ה אֲשֶׁ֣ר גָּזָ֗ל א,True
2026-05-17T16:50:26.983914,WLC,LEV,5,24,CHAPTER_BOUNDARY,א֠וֹ מִכֹּ֞ל אֲשֶׁר־ יִשָּׁבַ֣ע עָלָיו֮ לַשֶּׁקֶר֒ וְשִׁלַּ֤ם אֹתוֹ֙ בְּרֹאשׁ֔וֹ,True
2026-05-17T16:50:26.983964,WLC,LEV,5,25,CHAPTER_BOUNDARY,וְאֶת־ אֲשָׁמ֥וֹ יָבִ֖יא לַיהוָ֑ה אַ֣יִל תָּמִ֧ים מִן־ הַצֹּ֛אן בְּעֶרְכְּךָ֥ לְ,True
