timestamp,action,book,wlc_ch,wlc_v,kjv_ch,kjv_v,old_file,new_file,note,dry_run
2026-05-17T16:56:32.825076,CONFLICT,NUM,17,19,18,6,004_NUM_017_019_WLC.txt,004_NUM_018_006_WLC.txt,Target 004_NUM_018_006_WLC.txt already exists,True
2026-05-17T16:56:32.825090,CONFLICT,NUM,17,20,18,7,004_NUM_017_020_WLC.txt,004_NUM_018_007_WLC.txt,Target 004_NUM_018_007_WLC.txt already exists,True
2026-05-17T16:56:32.825106,CONFLICT,NUM,17,21,18,8,004_NUM_017_021_WLC.txt,004_NUM_018_008_WLC.txt,Target 004_NUM_018_008_WLC.txt already exists,True
2026-05-17T16:56:32.825119,CONFLICT,NUM,17,22,18,9,004_NUM_017_022_WLC.txt,004_NUM_018_009_WLC.txt,Target 004_NUM_018_009_WLC.txt already exists,True
2026-05-17T16:56:32.825132,CONFLICT,NUM,17,23,18,10,004_NUM_017_023_WLC.txt,004_NUM_018_010_WLC.txt,Target 004_NUM_018_010_WLC.txt already exists,True
2026-05-17T16:56:32.825148,CONFLICT,NUM,17,24,18,11,004_NUM_017_024_WLC.txt,004_NUM_018_011_WLC.txt,Target 004_NUM_018_011_WLC.txt already exists,True
2026-05-17T16:56:32.825161,CONFLICT,NUM,17,25,18,12,004_NUM_017_025_WLC.txt,004_NUM_018_012_WLC.txt,Target 004_NUM_018_012_WLC.txt already exists,True
2026-05-17T16:56:32.825174,CONFLICT,NUM,17,26,18,13,004_NUM_017_026_WLC.txt,004_NUM_018_013_WLC.txt,Target 004_NUM_018_013_WLC.txt already exists,True
2026-05-17T16:56:32.825188,CONFLICT,NUM,17,27,18,14,004_NUM_017_027_WLC.txt,004_NUM_018_014_WLC.txt,Target 004_NUM_018_014_WLC.txt already exists,True
2026-05-17T16:56:32.825201,CONFLICT,NUM,17,28,18,15,004_NUM_017_028_WLC.txt,004_NUM_018_015_WLC.txt,Target 004_NUM_018_015_WLC.txt already exists,True
2026-05-17T16:56:32.825716,CONFLICT,NUM,25,19,26,1,004_NUM_025_019_WLC.txt,004_NUM_026_001_WLC.txt,Target 004_NUM_026_001_WLC.txt already exists,True
2026-05-17T16:56:32.826150,CONFLICT,NUM,30,17,31,1,004_NUM_030_017_WLC.txt,004_NUM_031_001_WLC.txt,Target 004_NUM_031_001_WLC.txt already exists,True
2026-05-17T16:56:32.827523,CONFLICT,DEU,13,19,14,1,005_DEU_013_019_WLC.txt,005_DEU_014_001_WLC.txt,Target 005_DEU_014_001_WLC.txt already exists,True
2026-05-17T16:56:32.828047,CONFLICT,DEU,23,26,24,1,005_DEU_023_026_WLC.txt,005_DEU_024_001_WLC.txt,Target 005_DEU_024_001_WLC.txt already exists,True
2026-05-17T16:56:32.828447,CONFLICT,DEU,28,69,29,1,005_DEU_028_069_WLC.txt,005_DEU_029_001_WLC.txt,Target 005_DEU_029_001_WLC.txt already exists,True
2026-05-17T16:56:32.833073,CONFLICT,1SA,21,16,22,1,009_1SA_021_016_WLC.txt,009_1SA_022_001_WLC.txt,Target 009_1SA_022_001_WLC.txt already exists,True
2026-05-17T16:56:32.833245,CONFLICT,1SA,24,23,25,1,009_1SA_024_023_WLC.txt,009_1SA_025_001_WLC.txt,Target 009_1SA_025_001_WLC.txt already exists,True
2026-05-17T16:56:32.834725,CONFLICT,2SA,19,44,20,1,010_2SA_019_044_WLC.txt,010_2SA_020_001_WLC.txt,Target 010_2SA_020_001_WLC.txt already exists,True
2026-05-17T16:56:32.835477,CONFLICT,1KI,5,19,5,1,011_1KI_005_019_WLC.txt,011_1KI_005_001_WLC.txt,Target 011_1KI_005_001_WLC.txt already exists,True
2026-05-17T16:56:32.835541,CONFLICT,1KI,5,20,5,2,011_1KI_005_020_WLC.txt,011_1KI_005_002_WLC.txt,Target 011_1KI_005_002_WLC.txt already exists,True
2026-05-17T16:56:32.835562,CONFLICT,1KI,5,21,5,3,011_1KI_005_021_WLC.txt,011_1KI_005_003_WLC.txt,Target 011_1KI_005_003_WLC.txt already exists,True
2026-05-17T16:56:32.835578,CONFLICT,1KI,5,22,5,4,011_1KI_005_022_WLC.txt,011_1KI_005_004_WLC.txt,Target 011_1KI_005_004_WLC.txt already exists,True
2026-05-17T16:56:32.835596,CONFLICT,1KI,5,23,5,5,011_1KI_005_023_WLC.txt,011_1KI_005_005_WLC.txt,Target 011_1KI_005_005_WLC.txt already exists,True
2026-05-17T16:56:32.835611,CONFLICT,1KI,5,24,5,6,011_1KI_005_024_WLC.txt,011_1KI_005_006_WLC.txt,Target 011_1KI_005_006_WLC.txt already exists,True
2026-05-17T16:56:32.835624,CONFLICT,1KI,5,25,5,7,011_1KI_005_025_WLC.txt,011_1KI_005_007_WLC.txt,Target 011_1KI_005_007_WLC.txt already exists,True
2026-05-17T16:56:32.835637,CONFLICT,1KI,5,26,5,8,011_1KI_005_026_WLC.txt,011_1KI_005_008_WLC.txt,Target 011_1KI_005_008_WLC.txt already exists,True
2026-05-17T16:56:32.835650,CONFLICT,1KI,5,27,5,9,011_1KI_005_027_WLC.txt,011_1KI_005_009_WLC.txt,Target 011_1KI_005_009_WLC.txt already exists,True
2026-05-17T16:56:32.835664,CONFLICT,1KI,5,28,5,10,011_1KI_005_028_WLC.txt,011_1KI_005_010_WLC.txt,Target 011_1KI_005_010_WLC.txt already exists,True
2026-05-17T16:56:32.835676,CONFLICT,1KI,5,29,5,11,011_1KI_005_029_WLC.txt,011_1KI_005_011_WLC.txt,Target 011_1KI_005_011_WLC.txt already exists,True
2026-05-17T16:56:32.835689,CONFLICT,1KI,5,30,5,12,011_1KI_005_030_WLC.txt,011_1KI_005_012_WLC.txt,Target 011_1KI_005_012_WLC.txt already exists,True
2026-05-17T16:56:32.835701,CONFLICT,1KI,5,31,5,13,011_1KI_005_031_WLC.txt,011_1KI_005_013_WLC.txt,Target 011_1KI_005_013_WLC.txt already exists,True
2026-05-17T16:56:32.835716,CONFLICT,1KI,5,32,5,14,011_1KI_005_032_WLC.txt,011_1KI_005_014_WLC.txt,Target 011_1KI_005_014_WLC.txt already exists,True
2026-05-17T16:56:32.837071,RENAME,1KI,22,54,23,1,011_1KI_022_054_WLC.txt,011_1KI_023_001_WLC.txt,,True
2026-05-17T16:56:32.837792,CONFLICT,2KI,12,22,13,1,012_2KI_012_022_WLC.txt,012_2KI_013_001_WLC.txt,Target 012_2KI_013_001_WLC.txt already exists,True
2026-05-17T16:56:32.839039,CONFLICT,1CH,5,27,6,1,013_1CH_005_027_WLC.txt,013_1CH_006_001_WLC.txt,Target 013_1CH_006_001_WLC.txt already exists,True
2026-05-17T16:56:32.839054,CONFLICT,1CH,5,28,6,2,013_1CH_005_028_WLC.txt,013_1CH_006_002_WLC.txt,Target 013_1CH_006_002_WLC.txt already exists,True
2026-05-17T16:56:32.839068,CONFLICT,1CH,5,29,6,3,013_1CH_005_029_WLC.txt,013_1CH_006_003_WLC.txt,Target 013_1CH_006_003_WLC.txt already exists,True
2026-05-17T16:56:32.839081,CONFLICT,1CH,5,30,6,4,013_1CH_005_030_WLC.txt,013_1CH_006_004_WLC.txt,Target 013_1CH_006_004_WLC.txt already exists,True
2026-05-17T16:56:32.839094,CONFLICT,1CH,5,31,6,5,013_1CH_005_031_WLC.txt,013_1CH_006_005_WLC.txt,Target 013_1CH_006_005_WLC.txt already exists,True
2026-05-17T16:56:32.839107,CONFLICT,1CH,5,32,6,6,013_1CH_005_032_WLC.txt,013_1CH_006_006_WLC.txt,Target 013_1CH_006_006_WLC.txt already exists,True
2026-05-17T16:56:32.839123,CONFLICT,1CH,5,33,6,7,013_1CH_005_033_WLC.txt,013_1CH_006_007_WLC.txt,Target 013_1CH_006_007_WLC.txt already exists,True
2026-05-17T16:56:32.839136,CONFLICT,1CH,5,34,6,8,013_1CH_005_034_WLC.txt,013_1CH_006_008_WLC.txt,Target 013_1CH_006_008_WLC.txt already exists,True
2026-05-17T16:56:32.839151,CONFLICT,1CH,5,35,6,9,013_1CH_005_035_WLC.txt,013_1CH_006_009_WLC.txt,Target 013_1CH_006_009_WLC.txt already exists,True
2026-05-17T16:56:32.839164,CONFLICT,1CH,5,36,6,10,013_1CH_005_036_WLC.txt,013_1CH_006_010_WLC.txt,Target 013_1CH_006_010_WLC.txt already exists,True
2026-05-17T16:56:32.839180,CONFLICT,1CH,5,37,6,11,013_1CH_005_037_WLC.txt,013_1CH_006_011_WLC.txt,Target 013_1CH_006_011_WLC.txt already exists,True
2026-05-17T16:56:32.839193,CONFLICT,1CH,5,38,6,12,013_1CH_005_038_WLC.txt,013_1CH_006_012_WLC.txt,Target 013_1CH_006_012_WLC.txt already exists,True
2026-05-17T16:56:32.839206,CONFLICT,1CH,5,39,6,13,013_1CH_005_039_WLC.txt,013_1CH_006_013_WLC.txt,Target 013_1CH_006_013_WLC.txt already exists,True
2026-05-17T16:56:32.839219,CONFLICT,1CH,5,40,6,14,013_1CH_005_040_WLC.txt,013_1CH_006_014_WLC.txt,Target 013_1CH_006_014_WLC.txt already exists,True
2026-05-17T16:56:32.839231,CONFLICT,1CH,5,41,6,15,013_1CH_005_041_WLC.txt,013_1CH_006_015_WLC.txt,Target 013_1CH_006_015_WLC.txt already exists,True
2026-05-17T16:56:32.839908,CONFLICT,1CH,12,41,13,1,013_1CH_012_041_WLC.txt,013_1CH_013_001_WLC.txt,Target 013_1CH_013_001_WLC.txt already exists,True
2026-05-17T16:56:32.840857,CONFLICT,2CH,1,18,2,1,014_2CH_001_018_WLC.txt,014_2CH_002_001_WLC.txt,Target 014_2CH_002_001_WLC.txt already exists,True
2026-05-17T16:56:32.841419,CONFLICT,2CH,13,23,14,1,014_2CH_013_023_WLC.txt,014_2CH_014_001_WLC.txt,Target 014_2CH_014_001_WLC.txt already exists,True
2026-05-17T16:56:32.843306,CONFLICT,NEH,3,33,4,1,016_NEH_003_033_WLC.txt,016_NEH_004_001_WLC.txt,Target 016_NEH_004_001_WLC.txt already exists,True
2026-05-17T16:56:32.843321,CONFLICT,NEH,3,34,4,2,016_NEH_003_034_WLC.txt,016_NEH_004_002_WLC.txt,Target 016_NEH_004_002_WLC.txt already exists,True
2026-05-17T16:56:32.843336,CONFLICT,NEH,3,35,4,3,016_NEH_003_035_WLC.txt,016_NEH_004_003_WLC.txt,Target 016_NEH_004_003_WLC.txt already exists,True
2026-05-17T16:56:32.843355,CONFLICT,NEH,3,36,4,4,016_NEH_003_036_WLC.txt,016_NEH_004_004_WLC.txt,Target 016_NEH_004_004_WLC.txt already exists,True
2026-05-17T16:56:32.843370,CONFLICT,NEH,3,37,4,5,016_NEH_003_037_WLC.txt,016_NEH_004_005_WLC.txt,Target 016_NEH_004_005_WLC.txt already exists,True
2026-05-17T16:56:32.843386,CONFLICT,NEH,3,38,4,6,016_NEH_003_038_WLC.txt,016_NEH_004_006_WLC.txt,Target 016_NEH_004_006_WLC.txt already exists,True
2026-05-17T16:56:32.844618,CONFLICT,NEH,10,40,11,1,016_NEH_010_040_WLC.txt,016_NEH_011_001_WLC.txt,Target 016_NEH_011_001_WLC.txt already exists,True
2026-05-17T16:56:32.847719,CONFLICT,JOB,40,25,41,1,018_JOB_040_025_WLC.txt,018_JOB_041_001_WLC.txt,Target 018_JOB_041_001_WLC.txt already exists,True
2026-05-17T16:56:32.847755,CONFLICT,JOB,40,26,41,2,018_JOB_040_026_WLC.txt,018_JOB_041_002_WLC.txt,Target 018_JOB_041_002_WLC.txt already exists,True
2026-05-17T16:56:32.847778,CONFLICT,JOB,40,27,41,3,018_JOB_040_027_WLC.txt,018_JOB_041_003_WLC.txt,Target 018_JOB_041_003_WLC.txt already exists,True
2026-05-17T16:56:32.847801,CONFLICT,JOB,40,28,41,4,018_JOB_040_028_WLC.txt,018_JOB_041_004_WLC.txt,Target 018_JOB_041_004_WLC.txt already exists,True
2026-05-17T16:56:32.847819,CONFLICT,JOB,40,29,41,5,018_JOB_040_029_WLC.txt,018_JOB_041_005_WLC.txt,Target 018_JOB_041_005_WLC.txt already exists,True
2026-05-17T16:56:32.847846,CONFLICT,JOB,40,30,41,6,018_JOB_040_030_WLC.txt,018_JOB_041_006_WLC.txt,Target 018_JOB_041_006_WLC.txt already exists,True
2026-05-17T16:56:32.847864,CONFLICT,JOB,40,31,41,7,018_JOB_040_031_WLC.txt,018_JOB_041_007_WLC.txt,Target 018_JOB_041_007_WLC.txt already exists,True
2026-05-17T16:56:32.847881,CONFLICT,JOB,40,32,41,8,018_JOB_040_032_WLC.txt,018_JOB_041_008_WLC.txt,Target 018_JOB_041_008_WLC.txt already exists,True
2026-05-17T16:56:32.856303,CONFLICT,ECC,4,17,5,1,021_ECC_004_017_WLC.txt,021_ECC_005_001_WLC.txt,Target 021_ECC_005_001_WLC.txt already exists,True
2026-05-17T16:56:32.856813,CONFLICT,SNG,7,14,8,1,022_SNG_007_014_WLC.txt,022_SNG_008_001_WLC.txt,Target 022_SNG_008_001_WLC.txt already exists,True
2026-05-17T16:56:32.857226,CONFLICT,ISA,8,23,9,1,023_ISA_008_023_WLC.txt,023_ISA_009_001_WLC.txt,Target 023_ISA_009_001_WLC.txt already exists,True
2026-05-17T16:56:32.860035,CONFLICT,JER,8,23,9,1,024_JER_008_023_WLC.txt,024_JER_009_001_WLC.txt,Target 024_JER_009_001_WLC.txt already exists,True
2026-05-17T16:56:32.863797,CONFLICT,EZK,21,33,22,1,026_EZK_021_033_WLC.txt,026_EZK_022_001_WLC.txt,Target 026_EZK_022_001_WLC.txt already exists,True
2026-05-17T16:56:32.863814,CONFLICT,EZK,21,34,22,2,026_EZK_021_034_WLC.txt,026_EZK_022_002_WLC.txt,Target 026_EZK_022_002_WLC.txt already exists,True
2026-05-17T16:56:32.863828,CONFLICT,EZK,21,35,22,3,026_EZK_021_035_WLC.txt,026_EZK_022_003_WLC.txt,Target 026_EZK_022_003_WLC.txt already exists,True
2026-05-17T16:56:32.863846,CONFLICT,EZK,21,36,22,4,026_EZK_021_036_WLC.txt,026_EZK_022_004_WLC.txt,Target 026_EZK_022_004_WLC.txt already exists,True
2026-05-17T16:56:32.863862,CONFLICT,EZK,21,37,22,5,026_EZK_021_037_WLC.txt,026_EZK_022_005_WLC.txt,Target 026_EZK_022_005_WLC.txt already exists,True
2026-05-17T16:56:32.865631,CONFLICT,DAN,3,31,4,1,027_DAN_003_031_WLC.txt,027_DAN_004_001_WLC.txt,Target 027_DAN_004_001_WLC.txt already exists,True
2026-05-17T16:56:32.865645,CONFLICT,DAN,3,32,4,2,027_DAN_003_032_WLC.txt,027_DAN_004_002_WLC.txt,Target 027_DAN_004_002_WLC.txt already exists,True
2026-05-17T16:56:32.865659,CONFLICT,DAN,3,33,4,3,027_DAN_003_033_WLC.txt,027_DAN_004_003_WLC.txt,Target 027_DAN_004_003_WLC.txt already exists,True
2026-05-17T16:56:32.865871,CONFLICT,DAN,6,29,7,1,027_DAN_006_029_WLC.txt,027_DAN_007_001_WLC.txt,Target 027_DAN_007_001_WLC.txt already exists,True
2026-05-17T16:56:32.866278,CONFLICT,HOS,2,24,3,1,028_HOS_002_024_WLC.txt,028_HOS_003_001_WLC.txt,Target 028_HOS_003_001_WLC.txt already exists,True
2026-05-17T16:56:32.866292,CONFLICT,HOS,2,25,3,2,028_HOS_002_025_WLC.txt,028_HOS_003_002_WLC.txt,Target 028_HOS_003_002_WLC.txt already exists,True
2026-05-17T16:56:32.866588,CONFLICT,HOS,12,15,13,1,028_HOS_012_015_WLC.txt,028_HOS_013_001_WLC.txt,Target 028_HOS_013_001_WLC.txt already exists,True
2026-05-17T16:56:32.866656,CONFLICT,HOS,14,10,14,9,028_HOS_014_010_WLC.txt,028_HOS_014_009_WLC.txt,Target 028_HOS_014_009_WLC.txt already exists,True
2026-05-17T16:56:32.866778,CONFLICT,JOL,4,1,3,1,029_JOL_004_001_WLC.txt,029_JOL_003_001_WLC.txt,Target 029_JOL_003_001_WLC.txt already exists,True
2026-05-17T16:56:32.866791,CONFLICT,JOL,4,2,3,2,029_JOL_004_002_WLC.txt,029_JOL_003_002_WLC.txt,Target 029_JOL_003_002_WLC.txt already exists,True
2026-05-17T16:56:32.866804,CONFLICT,JOL,4,3,3,3,029_JOL_004_003_WLC.txt,029_JOL_003_003_WLC.txt,Target 029_JOL_003_003_WLC.txt already exists,True
2026-05-17T16:56:32.866817,CONFLICT,JOL,4,4,3,4,029_JOL_004_004_WLC.txt,029_JOL_003_004_WLC.txt,Target 029_JOL_003_004_WLC.txt already exists,True
2026-05-17T16:56:32.866829,CONFLICT,JOL,4,5,3,5,029_JOL_004_005_WLC.txt,029_JOL_003_005_WLC.txt,Target 029_JOL_003_005_WLC.txt already exists,True
2026-05-17T16:56:32.866855,RENAME,JOL,4,6,3,6,029_JOL_004_006_WLC.txt,029_JOL_003_006_WLC.txt,,True
2026-05-17T16:56:32.866870,RENAME,JOL,4,7,3,7,029_JOL_004_007_WLC.txt,029_JOL_003_007_WLC.txt,,True
2026-05-17T16:56:32.866883,RENAME,JOL,4,8,3,8,029_JOL_004_008_WLC.txt,029_JOL_003_008_WLC.txt,,True
2026-05-17T16:56:32.866898,RENAME,JOL,4,9,3,9,029_JOL_004_009_WLC.txt,029_JOL_003_009_WLC.txt,,True
2026-05-17T16:56:32.866910,RENAME,JOL,4,10,3,10,029_JOL_004_010_WLC.txt,029_JOL_003_010_WLC.txt,,True
2026-05-17T16:56:32.866921,RENAME,JOL,4,11,3,11,029_JOL_004_011_WLC.txt,029_JOL_003_011_WLC.txt,,True
2026-05-17T16:56:32.866933,RENAME,JOL,4,12,3,12,029_JOL_004_012_WLC.txt,029_JOL_003_012_WLC.txt,,True
2026-05-17T16:56:32.866944,RENAME,JOL,4,13,3,13,029_JOL_004_013_WLC.txt,029_JOL_003_013_WLC.txt,,True
2026-05-17T16:56:32.866955,RENAME,JOL,4,14,3,14,029_JOL_004_014_WLC.txt,029_JOL_003_014_WLC.txt,,True
2026-05-17T16:56:32.866966,RENAME,JOL,4,15,3,15,029_JOL_004_015_WLC.txt,029_JOL_003_015_WLC.txt,,True
2026-05-17T16:56:32.866979,RENAME,JOL,4,16,3,16,029_JOL_004_016_WLC.txt,029_JOL_003_016_WLC.txt,,True
2026-05-17T16:56:32.866992,RENAME,JOL,4,17,3,17,029_JOL_004_017_WLC.txt,029_JOL_003_017_WLC.txt,,True
2026-05-17T16:56:32.867004,RENAME,JOL,4,18,3,18,029_JOL_004_018_WLC.txt,029_JOL_003_018_WLC.txt,,True
2026-05-17T16:56:32.867019,RENAME,JOL,4,19,3,19,029_JOL_004_019_WLC.txt,029_JOL_003_019_WLC.txt,,True
2026-05-17T16:56:32.867031,RENAME,JOL,4,20,3,20,029_JOL_004_020_WLC.txt,029_JOL_003_020_WLC.txt,,True
2026-05-17T16:56:32.867043,RENAME,JOL,4,21,3,21,029_JOL_004_021_WLC.txt,029_JOL_003_021_WLC.txt,,True
2026-05-17T16:56:32.867507,CONFLICT,JON,2,11,2,10,032_JON_002_011_WLC.txt,032_JON_002_010_WLC.txt,Target 032_JON_002_010_WLC.txt already exists,True
2026-05-17T16:56:32.867678,CONFLICT,MIC,4,14,5,1,033_MIC_004_014_WLC.txt,033_MIC_005_001_WLC.txt,Target 033_MIC_005_001_WLC.txt already exists,True
2026-05-17T16:56:32.867856,CONFLICT,NAM,2,14,2,13,034_NAM_002_014_WLC.txt,034_NAM_002_013_WLC.txt,Target 034_NAM_002_013_WLC.txt already exists,True
2026-05-17T16:56:32.868315,CONFLICT,ZEC,2,14,3,1,038_ZEC_002_014_WLC.txt,038_ZEC_003_001_WLC.txt,Target 038_ZEC_003_001_WLC.txt already exists,True
2026-05-17T16:56:32.868335,CONFLICT,ZEC,2,15,3,2,038_ZEC_002_015_WLC.txt,038_ZEC_003_002_WLC.txt,Target 038_ZEC_003_002_WLC.txt already exists,True
2026-05-17T16:56:32.868351,CONFLICT,ZEC,2,16,3,3,038_ZEC_002_016_WLC.txt,038_ZEC_003_003_WLC.txt,Target 038_ZEC_003_003_WLC.txt already exists,True
2026-05-17T16:56:32.868365,CONFLICT,ZEC,2,17,3,4,038_ZEC_002_017_WLC.txt,038_ZEC_003_004_WLC.txt,Target 038_ZEC_003_004_WLC.txt already exists,True
2026-05-17T16:56:32.868846,RENAME,MAL,3,19,4,1,039_MAL_003_019_WLC.txt,039_MAL_004_001_WLC.txt,,True
2026-05-17T16:56:32.868863,RENAME,MAL,3,20,4,2,039_MAL_003_020_WLC.txt,039_MAL_004_002_WLC.txt,,True
2026-05-17T16:56:32.868875,RENAME,MAL,3,21,4,3,039_MAL_003_021_WLC.txt,039_MAL_004_003_WLC.txt,,True
2026-05-17T16:56:32.868887,RENAME,MAL,3,22,4,4,039_MAL_003_022_WLC.txt,039_MAL_004_004_WLC.txt,,True
2026-05-17T16:56:32.868898,RENAME,MAL,3,23,4,5,039_MAL_003_023_WLC.txt,039_MAL_004_005_WLC.txt,,True
2026-05-17T16:56:32.868909,RENAME,MAL,3,24,4,6,039_MAL_003_024_WLC.txt,039_MAL_004_006_WLC.txt,,True
